QueryName	ReferenceStart	ReferenceEnd	PrimerPair	Primer1	Primer1Start	Primer2	Primer2Start	IsSecondary	IsSupplementary	Start	End	CorrectlyPaired
921a2deb-a734-43e1-ae39-f2bc42c74a5d	12	420	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	12	False	False	11	432	1
676a2805-f8e6-4630-b7cb-4a6753c6d526	12	399	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	33	False	False	11	432	1
72f94863-ebf5-428a-825c-8fd699dcc709	12	422	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	10	False	False	11	432	1
a9fd99dd-51c7-418a-a1ea-b7d89c087d98	12	431	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	1	False	False	11	432	1
3eba46f3-e8aa-4fe2-bdd8-267adde457ba	12	429	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	3	False	False	11	432	1
ee2d0a7a-35dd-40f3-8bb7-749ce9e93eaf	12	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	1	rabvPeru2_1_RIGHT	0	False	False	11	432	1
c5d5bc4e-d25d-43bb-93f3-447aa8cd5df5	13	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	0	False	False	11	432	1
f607f4a0-818f-4716-be59-2ed8d6709266	13	424	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	8	False	False	11	432	1
a4cee828-adad-4376-8030-07d02395e21a	13	419	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	13	False	False	11	432	1
3795a316-4f2b-4862-ab95-1945c56ed7c2	13	424	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	8	False	False	11	432	1
1cfd68b4-75d7-439a-8059-be7dc6861f86	13	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	0	False	False	11	432	1
012f9910-e2ec-448f-aa27-0691f3dade62	13	386	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	46	False	False	11	432	1
a7f05a34-6c0f-4b9c-8db0-09761ecc927b	13	420	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	2	rabvPeru2_1_RIGHT	12	False	False	11	432	1
c36d295f-0dd8-4a8f-8484-fcb2bd782ae6	14	387	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	3	rabvPeru2_1_RIGHT	45	False	False	11	432	1
9992ede4-2104-4cba-839f-98acb2f6157f	15	423	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	4	rabvPeru2_1_RIGHT	9	False	False	11	432	1
77673d04-9c64-4994-b27f-3ceabd635579	19	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	8	rabvPeru2_1_RIGHT	0	False	False	11	432	1
9f14ff02-8e45-41e4-b23c-154f4d8af3b5	21	430	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	10	rabvPeru2_1_RIGHT	2	False	False	11	432	1
a6fa8c55-d37f-448f-8692-6496500d16bb	23	430	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	12	rabvPeru2_1_RIGHT	2	False	False	11	432	1
849d892a-9989-42e7-96c1-f14c2e8b8102	31	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	20	rabvPeru2_1_RIGHT	0	False	False	11	432	1
3818a844-5eab-4edc-ad9e-6d8335cac7b0	35	425	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	24	rabvPeru2_1_RIGHT	7	False	False	11	432	1
130d5e9c-9786-41d2-94ae-62b38f8172eb	36	383	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	25	rabvPeru2_1_RIGHT	49	False	False	11	432	1
a45c2bf1-14ea-4282-9e4a-f04faba1adf5	51	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	40	rabvPeru2_1_RIGHT	0	False	False	11	432	1
314afacd-50cf-4ac3-892f-7fb43bfadf1b	60	347	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	49	rabvPeru2_1_RIGHT	85	False	False	11	432	1
a5817173-1599-49e2-8bbf-8c749b3a6411	67	422	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	56	rabvPeru2_1_RIGHT	10	False	False	11	432	1
ac8ab93b-5c9c-4ecb-8787-eeb805d2f76e	67	432	rabvPeru2_1_LEFT_rabvPeru2_1_RIGHT	rabvPeru2_1_LEFT	56	rabvPeru2_1_RIGHT	0	False	False	11	432	1
21827be7-ffb8-4fdf-9f27-106e666edb61	324	752	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	1	False	False	326	753	1
7fb37254-9a94-4b02-87af-5f3f3f482e2a	325	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	1	rabvPeru2_2_RIGHT	1	False	False	326	753	1
c4172f26-5ab3-4c55-851b-be377daefed5	326	743	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	10	False	False	326	753	1
18b6f764-bf48-46b2-9676-3ce7a5c454ef	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
313b50e9-5a9e-4aab-bed7-83a68e88851f	326	737	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	16	False	False	326	753	1
346caaf9-7357-413f-b1a9-6af7dac07476	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
85367b8d-1a3e-4a14-9d8a-ee210039ef13	326	740	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	13	False	False	326	753	1
15bc97c6-4a29-4051-a03f-67af946e586b	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
5185176b-feb5-473a-9fab-ddec279e573b	326	743	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	10	False	False	326	753	1
75042824-5aa5-4f67-ab0a-2354cda9f0e2	326	749	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	4	False	False	326	753	1
0eade313-b5a9-4572-b8fc-249e25dae3d6	326	742	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	11	False	False	326	753	1
ebde5926-8666-4401-887b-6909223cc589	326	755	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	2	False	False	326	753	1
aa09ec31-4867-4d1e-bfae-36e624e2cbd3	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
19219b94-0fea-4c44-bdcd-6af2c0591b5b	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
bdec55e5-ea97-454b-af70-2d58a1efe5e6	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
7e6e400c-46d8-49d9-857d-a61fe157bbb6	326	736	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	17	False	False	326	753	1
5cc9af24-3e82-4dfa-ba26-7b2ddb9c2e66	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
9c67e6da-9146-4c37-85bf-8cb1b4d2a2e9	326	736	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	17	False	False	326	753	1
de5419c6-97db-4bac-983a-ae3a67bde70f	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
6d2dc664-b18d-4582-8f4a-64b4baaf455f	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
7f5f1a33-b45d-4a03-a08f-4459a14529ca	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
595ceebf-4949-461e-bd31-f2704c67b3fe	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
b2fb2826-3b04-4cf1-900d-5584fe57013d	326	749	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	4	False	False	326	753	1
8ce4dc33-210e-4fe7-bccf-62e8a7947bef	326	1073	rabvPeru2_2_LEFT_rabvPeru2_3_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_3_RIGHT	2	False	False	326	1075	0
5a308db6-275e-4fc4-a956-61b5d3865e6d	326	1169	rabvPeru2_2_LEFT_rabvPeru2_3_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_3_RIGHT	94	False	False	326	1075	0
5a1a9fa0-1074-4e05-9efe-f5bbc2f7f7d8	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
d315b366-dec2-4203-b5b6-6c26790c784a	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
c1a201a5-9b97-4332-a481-ab65620ea354	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
300f4e29-fb59-4f84-be42-4923ce4afb86	326	739	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	14	False	False	326	753	1
52c34305-67ce-435c-88da-e8599d3ff90b	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
3533a330-412e-4a46-a92b-ae5fa6dcffe2	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
46b69717-591a-450e-a0b6-dd08185d82e0	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
53563fc2-5cab-4b44-b087-1664b71ac4b5	326	739	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	14	False	False	326	753	1
4acd209d-2669-4e66-97ed-908e094b3c83	326	752	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
e05aa6c5-e4ba-46c6-aa95-448a9b7a254f	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
8edcbec2-8491-4de4-94a0-074ac1a9b876	326	755	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	2	False	False	326	753	1
1604583e-4a90-4079-a2bf-76ea2a193a40	326	606	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	147	False	False	326	753	1
ffbbf6e8-4b5b-4c05-ace9-3016189b4b83	326	752	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
d9e76abb-d889-4a49-959e-f938ddff5863	326	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	0	False	False	326	753	1
cb5a46bf-d177-48b6-93a9-6dd50573d16a	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
ea3dacdd-8d42-4fb6-8025-74793655a81c	326	746	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	7	False	False	326	753	1
9663cd7f-4005-40ff-a98a-17408a52428d	326	755	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	2	False	False	326	753	1
c74fceec-dd1c-46b6-8241-c6398a4bf73b	326	752	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
8ef2453a-e613-4f94-a10e-988f9e057e7e	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
78e15c08-6efc-4c36-be72-8a9618083df5	326	721	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	32	False	False	326	753	1
9cff7a49-2dd5-4467-ae6f-07efdd542d54	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
76edc25f-7166-4150-bfc0-977a322a9b94	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
5dea5b12-eaae-45ee-8f1e-887ab42b7427	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
0a9efefc-8f50-46c6-8b7b-575ff8de9336	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
3f021fc9-ceef-4bf5-8c2c-d810311c7e78	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
0a6d889f-5d0c-4b13-83fc-4d031874d56b	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
b533486e-6ea9-4847-804d-a7929a3fa6bc	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
82257e7a-1e29-4f05-8017-f43b9252f52a	326	755	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	2	False	False	326	753	1
09513373-ff72-4a1d-b0c9-4efca8279ef5	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
da0c23df-abff-4b0d-9b39-33a1b11b3d14	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
3cb40861-38ea-46de-b116-ebb4812632df	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
e673bdf4-7382-458a-afde-6eb0d250222f	326	748	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	5	False	False	326	753	1
65fd36ec-f23d-403a-8201-ac10c5ad994f	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
0487556d-948a-4bed-8cd1-901741a69960	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
78b5aa33-5de5-4369-b5db-e7bfa4b8e4cb	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
4c38b992-1bf6-4ee5-b109-a9a0084ab64d	326	697	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	56	False	False	326	753	1
c2323afb-7879-40ca-b52c-afb2cd197f96	326	747	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	6	False	False	326	753	1
d3e243c7-2103-4d99-862d-d55fe2e8c035	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
ee4cd499-a67a-4245-86f6-ece4bb4a5f46	326	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	0	rabvPeru2_2_RIGHT	1	False	False	326	753	1
981bb7fa-c074-434a-8d74-5b3c21835df5	327	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	1	rabvPeru2_2_RIGHT	0	False	False	326	753	1
e671166e-1196-4043-bf14-2a5efb4bb66c	327	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	1	rabvPeru2_2_RIGHT	0	False	False	326	753	1
07a54a54-f767-4cb4-b709-36b072808710	327	660	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	1	rabvPeru2_2_RIGHT	93	False	False	326	753	1
e8cb909a-b412-4b14-9567-6e789b3f894c	327	749	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	1	rabvPeru2_2_RIGHT	4	False	False	326	753	1
90fbd401-d03c-4fe5-9f50-173363294700	328	728	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	25	False	False	326	753	1
8745716f-b592-423d-ae57-9615abff3556	328	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	0	False	False	326	753	1
0dccadb7-e228-47d6-8a5f-f2df1f6940fe	328	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	0	False	False	326	753	1
5f05e93d-994c-4af8-b089-cee092a45306	328	744	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	9	False	False	326	753	1
b1aad66c-3458-431c-a932-5c3ce2cb3c68	328	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	0	False	False	326	753	1
43504281-a23c-432c-a6e4-207cc05b53d5	328	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	1	False	False	326	753	1
6f0d9baa-2eb2-4900-a708-03dff9bb70b3	328	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	1	False	False	326	753	1
71642271-324f-46d1-bb4e-e5d2a57261d8	328	721	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	32	False	False	326	753	1
c878cfb6-429c-44f1-bc1c-2a9806138dd4	328	750	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	3	False	False	326	753	1
f344fbe4-bd47-4c8e-8667-dc7d0d80a376	328	754	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	2	rabvPeru2_2_RIGHT	1	False	False	326	753	1
cb99008b-e057-4515-a3ad-c0b8fff9d5e2	329	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	3	rabvPeru2_2_RIGHT	0	False	False	326	753	1
a4b0cb42-caaf-4978-83bf-b1abcacfe862	329	729	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	3	rabvPeru2_2_RIGHT	24	False	False	326	753	1
347d57b5-99c2-4932-9b2d-5a2d7f0d469d	329	749	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	3	rabvPeru2_2_RIGHT	4	False	False	326	753	1
19b1cd8a-b1e9-4871-bf03-8504710837e2	329	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	3	rabvPeru2_2_RIGHT	0	False	False	326	753	1
c4d25752-832e-48ec-aff7-46d7bd1231bf	329	753	rabvPeru2_2_LEFT_rabvPeru2_2_RIGHT	rabvPeru2_2_LEFT	3	rabvPeru2_2_RIGHT	0	False	False	326	753	1
